vendor_code,vendor_name
m7vb,burger express
wb1w,sadia samia hotel & restaurant
edr6,gravy masala
fn17,rejaul hotel & restaurant
pcq8,cholo mamai jai
hlat,street 101 home kitchen
yna8,food land - ishwardi
xxlw,lokman mini chinese
rmsc,shammi's kitchen
jerd,konok kitchen
o8rb,zubair chotpoti house
aho8,mayer porosh khabar & pitha ghor
i3nk,ghoroa restaurant
n4wi,meherjaan coffee & juice bar
i3nt,flavor 101
onu7,maruf hot kitchen
ewb3,rainbow cafe
jn8m,arabian biryani -
w8p8,yammi kitchen
crkg,food garden - ishwardi
wj75,khabar ghor -
fbjc,foodnetic - ishwardi
tx2u,cafe 2020
djk1,cafe ishwardi
wrel,ishwardian kitchen
f4io,bonolota restaurant
p2qr,lucy's cuisine
qg91,kitchen jungle
kuen,dawat -
jvr4,fuchka park & tandoori mania
h5m0,hot & spicy
vlsg,crunchy bites
qswo,afridir rannaghor
wszg,bogurar doi ghor -
mmk4,tangail porabari chomchom ghor
qmmh,kokon fuchka house
qh39,the hashtag
wlyd,bhooter hutt restaurant
v7id,chapai kalai bread house
n2pc,zubair juice world
i02z,neel poddo achar ghor
mu13,polar confectionary
tdjs,shornolota sweets
qb6c,shawarma zhies't
izbw,mad pie - the cake stand - jashore
xvvc,arabian biryani corner
g0mw,nazmin's kitchen- tejgaon
p2az,shadhin pitha vandar
e4vg,jol khabar
f8m2,khude bhojon ghor
vvun,aladin cherag
ognu,bachelor kitchen
rl6q,ove food hub
d7kz,somapty fast food
mngn,dhaka hazi biryani -
piio,snacks deal
vdxb,burger king -
mgfv,burger king -
m4ti,biriyani bari
j9un,happy pastry
k8rr,liza's kitchen
obo0,hotel al-amin & restaurant
m1lt,tok jhal fuchka house
kysw,q-bistro -
bwr1,joljog restaurant
iey1,juice point
hjnv,tomatino plus restaurant
f5kn,mukta food village & cake house
cglz,pizza la italia
xovd,bogura doi ghor -
qw2y,setu hotel
ebb6,hazi biriyani house - singer mor
car9,the cake stand -
v24h,bhorta bari restaurant
vek9,appayon
c9ya,new nanna biryani house.mozumpur
d1ri,shad biriyani house.mozumpur
d8my,nobabi biriyani house
nvja,luchi bari
nsxo,pure bangla
kp5c,mughal sweets
qm9u,mughal cuisine
weec,shishir bakery & confectionary
eij8,shishir bakery & confectionary
d8rh,meherjaan dining
k7hy,neel poddo fuchka house
m6nj,jom jom sweets and bakery
bwdo,jom jom sweets and bakery
kyvd,jom jom sweets and bakery
n29k,nfc - narail food center
agxn,ghosh dairy
asib,asif sweets - shikhha board
ccqr,saha restora
gygx,curry kitchen chinese fast food & party center
rbe3,redwood restaurant
qurk,curry kitchen bangla & biryani
ae0k,lubaina juice & coffee shop
bkmh,kolabagan foodzone
eko4,the cake stand -
g5ur,orient food products
jku9,cha bari
z07s,the kitchen
m49e,kacchi bari -
m974,pizzaology
sc39,twelve tables
kcvh,new chinese palace & bangla restora
k2xc,zam zam misty ghor- nirala
disg,golden kitchen
l1cq,kamrul hotel- zero point
xmwu,live pizzamohol-
o1br,yummy biryani & fast food
mhz4,raj mahal - platta inn
ugyn,cafe yummy delights
qm1u,take away
go1m,leyeat-
woh2,ahmed biryani
nl74,brick lane café
sy46,salzillo
uqsr,zam zam misty ghor- nirala
algk,rupkatha chinese & fast food
hscf,the pasta express (new market)
cu27,shorishay tehari
jbex,bismillah biryani house - 2
r5ge,zam zam misty ghor- nirala
e8yo,nababi restaurant
nimx,chui jhal restora
b0x6,shamim fast food- 7 rasta
yalh,road home chinese and restaurant
yk3q,mexican spicy -
ldyo,barir khabar
z27i,sister's kitchen
o0ce,promise kitchen
ty9b,mele's kitchen
evjt,unique food
hupe,tanha kitchen
xd4d,aminia hotel and restora
frlg,binni ghor
gq7h,apon ghar
wbjv,crab gallery
r4td,fatiha bake shop
kes5,foodpion
lmx1,amina's kitchen
hut7,cake n' test
fldz,modina biryani house
z17b,sadna's kitchen
gu0y,new radhuni restora
vevd,sumaiya kitchen
jiiy,bangali bhoj
dot3,raisa's kitchen
a4g2,lotar rannaghor
i17e,perfect pasty
t55t,touba's kitchen
f40i,alo chaya yummy kitchen
nfoa,arifin's kitchen
p3b6,healthy and tasty
ivua,tanija food
lp3l,shahebi restaurant & biryani house-
izc8,home chef
ba2s,arifa's cooking
lx78,mery's kitchen
kp7i,ayrin cooking
q25l,am to pm
bpsr,healthy food gallery
tu8q,awf food zone
exc3,new wake up food & juice corner
yhez,rina's cake and bake
zpyf,cooks creation by latifa
edxr,foodbeat
c6rt,swapno rannaghor
tkpv,lovely's kitchen
tp7w,glowing pearls
yaj9,tamanna's kitchenette
yeye,megha biriyani house
lmkc,r roshuighor
e045,hungry bite
jbxi,sanjida's home kitchen
fhpf,juice world
nwk0,bithe's kitchen
ccoh,piya's kitchen
xcjb,home made food corner
al57,nabil homemade food
cyon,dream home kitchen
k41v,food fantasy
mb3j,talukder biryani house
a045,ss foods
nahz,yummy biryani house
k8f1,wow kitchen
yd6g,jessica’s innovation food collection
b440,rupar rannaghor
glca,khalishpur kitchen
m8jo,chotpoti house & chop center
ux3a,janata hotel
ohdy,shaheb babur boitok khana
yyku,cheesy
c11x,hazi biryani house- gollamari
xr78,kiosk
rzm0,chinese garden
eork,nanna biryani house-.
vcx3,pizza milan (al-baraka)
ylwb,cafe kathurae
bqq2,pizza pro max -
oub9,kutchina
phxi,nusrat homemade kitchen
ajw0,delicious food
wlnk,khudar raja-1
anqw,yummy food house
ze8c,chuijhal restaurant-
wvgy,cafe kaynat
gcsp,khudar raja-1
uepb,golden spoon kitchen
xrva,neil and friends cafe
wz2h,momo wala
iex3,al- romansiah
d68o,shaheb ali chotpoti (cloud nine food court)
f5xi,allah'r dan hotel
wt5j,dhakaiya kacchi ghor
w2i2,mayer doa mini chinese-
q8tk,flamer den-
evhk,al helal sweets
bt3e,food garden -
u62b,ahlan wa sahlan
mcvc,burger food shop
kfx2,chinese heaven biryani & kabab house
ndhq,tahsin food palace
y2eg,3 idiots cafe
kuco,alhamdulilah restaurant
x20n,dhakar mama haleem
a9sy,vagne motka cold coffee
pxbt,zahid fast food
cwgp,paris inn hotel & restaurant
fyqx,shatkhira biplob gosh dairy
pv0n,petuk burger
su2c,mama fuchka shop
o8y2,shusan food corner- abu naser
mh4x,jom jom food store
jtjj,shahanaz cooking house
csoo,ghosh dodhi vandar
ea09,new kundu sweets & restaurant
eulo,jillu hotel
gfyg,cafe point-
sgg8,narail sweets & fast food
hsgy,al modina hotel
xxmr,bondishala
eyuu,vojon bari hotel & restaurant
lpvm,fast food house- narail
rkmc,chillux cake burg
x7q1,fardin chotpoti & biryani ghor
k9oq,mayer chowa kitchen
aefa,shikkharthi vojon ghor
t164,cafe origin
gbfp,jazu organic mushroom cafe
a4o6,abar khabo
f5hm,obhijat hotel & restaurant
opee,rfc - ranjan fried chicken
k3gn,shah hazi biryani & sweets
b7gb,alom bhaiyer special chotpoti & fuchka
n8sx,bondhu nogori
u870,al-modina hotel
p1tc,magic hands kitchen
zqvb,hotel al modina
x4on,cafe zesty
mobn,f.n pastry shop & mini fast food
ttgk,vojon bilash
sluj,antora home kitchen
gf56,prithila's kitchen
bkzg,rista food
f9al,hotel rahnumie
eafy,tony's kitchen
illj,fol ghor
ir7c,humayra food park
a0jp,juice point
vovh,cafe dream land
gi06,muslim sweets - jamrultola
ngbu,urban food - rrt kitchen
kbfu,shah hazi biryani & sweets
x4lm,chui jhaler hotel
tmmb,liton mamar chotpoti
umu0,healthy food corner
nfts,drack blue
gg2i,sultan chotpoti house
e39w,farhana's kitchen house
iez3,kabir kakar fast food
j3pj,baba mayer doa haleem & chotpoti
usa0,narail coffee plus
f2ab,river view
l5hd,tea lovers
yvey,ek cup doi
owri,rm 2 hotel & restaurant
iwud,mubin kitchen house
crxd,ayesha kitchen
kgt3,std donut & home kitchen
np0k,mega biryani house
eqv9,takwa home kitchen
ldb3,barakah learning kitchen
eyve,food heaven
tqsa,star hotel
q79y,ghoroa khabar
fqjw,robiul store - dim & chola vuna
iusm,vai vai shahi jilapi
lf6y,tuppush khaw
ih4j,babu hotel
d1wr,tokkor food
ng11,kewra's kitchen
wj4f,ghoroya khabar -
jrdi,dhaka hotel
qm01,kosturi -
vpyx,tania shopno shad
nd3l,dhaka cafe iftari bazar
yyve,vai vai hotel
o2ea,mahi's fantasia
h1ml,noapara homemade kitchen
ihmv,chitra resort grounds cafe
ajur,ajwad kitchen
ob3s,coffeetaaa
tqh9,mambo's diner
hv3a,pizza milan
vw9k,hungry time
h0uc,raj mahal - chicken hut
ss05,gandhi hotel 2
etn0,nurjahan kacchi darbar
tbpu,khaben naki biriyani
bm40,tulip garden
pl4v,tasty village
ix6n,food republic
d3xi,parbon
gixo,golden food corner
mx1d,tasty bite
zwrk,worthy food valley
l5wc,amontron kebab & biryani house
okd8,lake view cafe & bakery
z5rr,anytime snacks & cookies
zp9j,raj mithai- raj mahal food court
ueiv,raj mithai- raj mahal food court
vbnh,raj mahal - rajdarbar
oj7s,khabar bari -
ykdb,jive joll restaurant & juice corner
qq3z,raj mithai- raj mahal food court
cb60,lite bite
ll8d,daily delight
fhqy,nimontron cafe
ofd2,jagannath veg (niramish hindu hotel)
l35a,raj mithai- raj mahal food court
bhex,cafe friends
g8fa,jam tola sweets
b2ew,jolil chop muri
zl36,modina hotel & restaurant
zv0c,coffee hideout
ohpe,keya and sneha's kitchen
vg0x,sumi's kitchen & restaurant
zpeg,kashmiri biryani house
uo2a,fuljan bakery & confectionery
iy2k,hungry tummy-
pbvj,masum food corner (mfc)-
r6ce,zunayed fast food
ogwi,biplob fastfood & cafe
i9yu,kaca lonka- iftar bazar
ra28,yummy kitchen
fdfo,cafe point
kc3f,shishir bakery i
vlht,rubay's mom kitchen
f77l,nur hotel
eomo,faiha food service
ufg0,radhuni food house
ulnw,hazi rajmahal biryani house
j4ii,dulavai hotel- iftar bazar
sf4y,gram bangla shader khabar
nmzd,hot chicken
t76s,satkhira plus restaurant & chinese
zcmw,hotel raj- iftar bazar
bfv4,dark drip
dedg,panshi restora- iftar bazar
aoru,beauty biryani house & restaurant
ebcx,mofiz vaier mojakor khabar
fg01,golden spoon- iftar bazar
hnu7,ali kodor hotel & restaurant
ji1l,a&a creamy world & fast food
o2lp,juthy's kitchen
t5f3,sathi's home kitchen
rx5g,bangla food
yhho,new bhai bhai hotel & restaurant -
w0ec,shatkhira sheikh dairy
egr9,fruit ninja
uh4z,zam zam misty ghor- nirala
w2bo,bite & sip restaurant & juice bar
n65d,bumble bee- iftar bazar
hk5p,maliha tasty treat
epyr,new voirob hotel & restaurant
m1nw,muktar hotel
izsn,al baraka kitchen
w25v,adi shatkhira ghosh dairy
zhfa,zam zam misty ghor- nirala
mvht,keyaar rannabanna
e3xy,jony chotpoti house
fpzv,capital hotel and restaurant
xkmn,ghorowa ranna
yd2v,chinese express-
hvon,kolkata kunjon
vjer,kittens bite
ntaq,hotel star
dpwq,bushra kitchen
hvfc,shahin's kitchen
r30c,vai bon chotpoti & fuchka house
exom,didir hat er pitha
ngsw,arabunnesa's kitchen
d255,hotel shotota sweets & restaurant
if7d,bhai bhai hotel & restaurant - khajura
qzkr,asif sweets - khajura
zuzg,3 candle
mglx,pushpita's kitchen
c3qg,frozen food corner
jx2p,sagorika hotel
qakt,uzzal vaier chotpoti & fuchka
v4ha,urmi's kitchen
kvm4,burger hut -
anym,ma kitchen
w916,farhan diya food's corner
hew6,bangali voj
sju9,misty biryani house
dvby,dhaka biryani house - noapara
vyqb,bachelor treat coffee & chicken house
c3ig,al-masrik food corner
njwd,vai bon hotel & restaurant
wh0k,food magic
a0y4,aslu vaiyer special chotpoti & mama fuchka
fujt,arafat fast food
zuwn,the lounge
vu2y,d's dine
i8qs,rs kitchen
td2v,khai dai jashore
fqq8,mim hotel & restaurant
k9cb,sathi - mitur hesel ghor
thpy,bablu jhal muri
bfrd,mollah hotel
ggvl,mukhorochok khabar
vzpz,vai vai hotel & restaurant
znjh,insaf food
nc27,vai bon tea stall
qfcs,mayer doa hotel -
spen,kohinur sweets & bakery
my5b,mim kitchen
a8sj,jol pata cafe
pjgq,shatkhira ghosh dairy- nilgonj
h2ih,nahida rushlika food corner
rwcc,the crave
ayt4,gulistan bakery
xo22,tanha hotel & restaurant
wusm,kathal tola fast food
wgem,food cuisine
ucfg,rakib chotpoti house
ugbe,rasim mom kitchen
p5hy,tanzida's kitchen
l48o,abhaynagar homemade food corner
n8q5,minufa kitchen house
cd5v,the rio- narail
nhtg,foodiewala
ya2j,faruk vayer mojadar chotpoti & fuchka
kfp3,raha kitchen
z0av,dessert corner
fef7,nipu’s kitchen
ztfz,the rio
v4nx,mithun hotel & restaurant
k6pd,cafe nimontron
k78h,live kitchen
cxkl,food safaries cafe & restaurant
puv8,hyderabadi biryani
f74k,kacchi bari & cake spot
vu4k,sagor chotpoti & fuchka
gy06,sumi's kitchen
av0v,park view restaurant
ms82,food land grill house
gt0i,miraz er ranna banna
nwik,narail star kabab ghar
t7pz,allahr dan biryani house
h9df,daruchini hotel and restaurant
ef23,tafi home kitchen
sn2g,nargis home kitchen
zxhc,dhan shalik hotel
dgvb,tasty food
gyst,star kabab
gb0u,satkhira plus
q94w,habibullah hotel
b8tn,farial's kitchen
cle1,mommy's baked
wj1l,food land biryani house
glmy,naharin's kitchen
tosk,farzana's kitchen
a6nd,bismillah pizza house
d3y3,rosona sweets & confectionery
nwaq,arif hotel & biriyani house
gn6v,sumi's kitchen
lz67,faiza's kitchen
ahdv,shahi haleem
lupw,shamshad's kitchen
spqt,biryani point
l0q6,food land restaurant
p7im,jihad vaiyer chotpoti & fuchka
ewou,kacchi ghar
qe6v,mili's kitchen
hamz,new islamia hotel & restaurant
ho4n,rajon hotel
ym75,satkhira dairy
ly7g,thali
mt1z,kalu hotel
fw18,zahid sweets
q6fm,easy recipe by jannat
ck03,adi voirob hotel
rmpx,coffee zone- daulatpur
tetw,make eat easy
jij5,khaba canteen
vmou,taxi cafe
qmx7,pizzaland
ksj8,misty shatkhira ghosh dairy
vrwg,shagor sweets-
o08g,sunan cafe
oh5s,happy world
jqe5,dhaka hazi biryani house -central road
add5,ghorowa rooftop restaurant
mr3o,satkhira ghosh dairy- gollamari
c1oy,beauty's kitchen
n8ky,shatkhira vaggokul sweets
zyap,homemade fast food & cake shop
vwah,cafe modina hotel & restaurant
dkc3,bar-b-que restaurant
eg5f,momo sizzlers
exuy,master chef kitchen
ayqg,muslim biryani
zach,red chili fast food & chotpoti fuchka house
dc76,dhaka hazi biryani
ktdc,food master
f2ff,mr. uncle
kpn1,dhaka hazi biryani - palbari
jaiw,nurjahan bakery & fast food
uk66,allahr dan hazi biryani house - palbari
yv51,food engineering
dem2,sonali fuchka & chotpoti house
j6gv,kabab adda ghor
y7gx,n'oven cake & cookies
k6my,meherpur rosui ghar
ikgk,q-bistro (rajoni food corner)
v90g,kichu khon hotel & restaurant
kjho,mother's kitchen
wym2,rony's rocket
hx8s,shefa's food corner
onxc,excellent food corner
xn92,rufaida kitchen
ps4b,mia bari rannaghor
lb3b,sathi mitur heshel ghor
mv9b,muslim fast food
iyqs,rana fast food
oaqy,biva's kitchen
ahc2,chinipata sweets- meherpur
rvp3,grand aroma
ru19,king cafe & kebab house
cgck,sharmin's kitchen
dtxd,antorik hotel
g8i0,hotel atlantica chinese & restaurant
gxpu,riverview food corner
qukp,habib vaier fuchka & chotpoti house
d4ni,firoz hotel
hqya,sadia's kitchen
oos5,biplob restora
fjg3,piku restora
giei,food palace & coffee shop
r5kr,abar khabo food's palace
elay,kumarkhali dodhi & mistanno vandar
j1je,kolabagan food zone
drjw,food love
lnv5,restaurant & conference hall
c8es,adi bombay bread & sweets
f3ap,kfc street food
hik5,vai vai fast food
fk61,hesel domestic taste fast food & local food corner
xaoo,new mohi restaurant
afxy,golden taste
o8af,khalishpur mistanno
lgpp,chat time bbq & street food
x0bi,mohi hotel- meherpur
qekh,rife cafe & confectionery
sk4c,student cafe & kacchi ghor
pzyn,sokher fuchka bari
ff8p,cafe colahol
sth7,mahrab fast food
hlj9,misti mukhi hotel
n086,s cuisine
ie6a,kazi farms kitchen
dasz,misty mohol
gpa4,abir juice baar and fast food
ljd6,rosona bilash restaurant
gan3,allah'r dan biryani house
ov6x,food world
w31i,hotel allah'r dan & bhaat ghor -
vtoj,nurjahan kitchen
w8ak,nusrat burger & fast food
e5cy,shokher khabar
rhg6,hazi biryani house -
vc8n,khulnar chuijhal homemade kitchen
e53n,rana vai shahi chotpoti & fuchka
nuh2,plan-b cafe & restaurant
j8c4,rose garden
q9wv,haji kacchi ghor - agrabad
ol97,kacchi club
pqdq,appan capital
k1ea,rafia food corner-
ith0,mr. delicious
aglu,kamal chotpoti
l9y2,bhojon bilash hotel and restaurant
ab8h,cup pirich
xvx7,bondhu mohol fast food & mini chinese
ih05,bombay dine
w2a8,spicy king
sgxz,sunan juice bar
edal,rubel fuchka & fast food
ba5d,atithi restora
e4d3,bismillah hotel- medical
ieqk,godhuli-
fcnt,al-falaq sweets & bakery
lkc5,biker's club bangla restora
p3k7,mr. naga fuchka
zpwh,dfc- daruchini- daulatpur
ehzr,3 star fast food corner & momo lovers
ya9i,hello!foodies
opwh,3s pastry shop
sm1k,adda
u021,anytime eat out
iuss,la piscina bbq & resto
yr7m,tiffin box
llwk,humaira's kitchen
gtz4,cup pirich
hwen,kather chula hotel & restaurant
h1ge,alif lam sweet
x8je,hotel mehoman khana
snnk,afif hotel & restaurant
h0j0,supper fast food
fjfx,break time
llql,secret oven
deez,arb foods
vn4e,uttam sweets & biryani house
dfs8,aashiq sweets
bywl,jannati food palace
b43k,the chef
l8l2,jannat food gallary
xg55,farhana's kitchen
h9qo,abbas hotel- rupsha
rolu,dayan biryani house
yrxq,new food corner
vl43,ajob guhaa restaurant
ntjr,area 51
gqo6,purple taste
daik,burger express
kt7p,live pizza house- new market
tqs0,northern canteen
w9ka,suma's kitchen
xyck,zisan food
ec0c,anowar chotpoti and fuchka house
trv7,tfc food
tedb,shikder fast food corner
mvhv,beliful haleem corner
vd5c,daily meal -
on90,ma babar doa fast food & biryani house
k21i,sk molla nehari house
i1s5,kobir haleem
yf9g,nahar's kitchen
nh5r,misty mela
qqkc,ghoroa biryani
tmvg,bodrul hotel
a2dj,ranna ghor
b9nf,yafi kitchen
f1aq,mistimukh kitchen
r2lh,habib's kitchen
v8cf,ghorowa restaurant
x2mh,curry kitchen
z9vv,anonna ice cream parlor & fast food
b9af,hello
l1ct,homemade pizza
z9ow,cooking food supply (cfs)
h6mp,new bonoful mistanno & doi vander
c2qt,uzzal doi vandar
f9xc,al madina tehari ghor
q5as,arnab fastfood & pitha ghor
m1ld,cooking house by sorna
c6ov,deepjher ghoroa rannaghar
j9et,café
vgij,anu food corner
vj9f,big burger-badda
enu9,big burger-badda
tqu6,kebab sultan-gulshan
e7c0,pizza guru
doon,fully loaded fries
fo2g,fully loaded fries
k5nb,fully loaded fries
fg0p,kebab sultan-
lcdo,khaasha
rxch,waffle & donuts
f6il,waffle & donuts
x48p,sosurbari
cott,sosurbari
xfrz,meal out of box
u40v,fried chicken company
jk91,meal out of box
kofl,fried chicken company
lqil,wraps n more
m6ju,sultan kabab restaurant and catering
ggke,wraps n more
q49v,pizza guru
tlqs,tasty touch
clq8,pastry cake -
eg88,annapornar ranna ghor
vf3e,atik brother's fast food
idzz,tasty dine -
n0k4,khanapina
jlp8,shafik kebab house
axt1,star kabab -
cxey,deluxe restaurant
bqri,shuborna fast food
s9h6,gk sweets
oq0t,fahim fast food - magura
td1o,bar-b-q club
b5jx,biriyani house
i8xl,al madina sweets and laddu ghor
b4xk,hot the fuchka
q7le,sumaiya bakery
p3ln,yummy foods
ccha,jhontu hotel and restaurant
aaau,niribili hotel - faridpur
upri,winch burger
v1vp,zannatul mawa confectionery & fast food
j0lx,whopper
tm6q,bhuiyan hotel and restaurant
drl3,new hossain khabar hotel
i9lv,anil daser misti
q014,dabistan
fk0z,peule's kitchen
vkrb,hotel chokdar
aqlk,shokher khabar ghor
pv0y,hotel mayer dua
ibpz,magura ghosh mishtanno bhander
o6id,flavour food cafe
tdtu,new chef hotel & biryani house
ibfr,bismillah hotel and restaurant court par
